condition,feature_name,feature_family,n_dimensions_condition,mean_nonzero_fraction,is_duplicate_column,is_constant_train,is_near_constant_train,train_std,missing_value_policy,scaling,fitted_on_train_only,contains_forbidden_token
T2,count_Claim,count,24,0.956783194355356,False,False,False,1.7736184091723213,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_Concluding_Statement,count,24,0.8578415651058371,False,False,False,0.36029354462949287,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_Counterclaim,count,24,0.29546183450930086,False,False,False,0.6651774613093092,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_Evidence,count,24,0.9970333547145607,False,False,False,1.1727998205544365,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_Lead,count,24,0.5940506735086594,False,False,False,0.491518305756661,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_Position,count,24,0.9854073123797306,False,False,False,0.1341572236301299,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_Rebuttal,count,24,0.23348300192431046,False,False,False,0.5659915723491515,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_annotation_coverage,count,24,1.0,False,False,False,0.04697991972880157,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_total_components,count,24,1.0,False,False,False,3.1366872002059956,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_total_segments,count,24,1.0,False,False,False,4.0113013605392585,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_unannotated_gaps,count,24,0.719772289929442,False,False,False,1.8726505960590891,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,count_unannotated_proportion,count,24,0.719772289929442,False,False,False,0.12774468943565195,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,prop_Claim,count,24,0.956783194355356,False,False,False,0.12780000529869098,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,prop_Concluding_Statement,count,24,0.8578415651058371,False,False,False,0.056829244674202195,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,prop_Counterclaim,count,24,0.29546183450930086,False,False,False,0.06020576541221113,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,prop_Evidence,count,24,0.9970333547145607,False,False,False,0.1046001793318494,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,prop_Lead,count,24,0.5940506735086594,False,False,False,0.06426795276783874,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,prop_Position,count,24,0.9854073123797306,False,False,False,0.058402614564056626,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,prop_Rebuttal,count,24,0.23348300192431046,False,False,False,0.04929896540339008,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,surface_char_count,surface,24,1.0,False,False,False,1134.2430664005283,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,surface_mean_word_length,surface,24,1.0,False,False,False,0.3097552963944396,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,surface_paragraph_count,surface,24,1.0,False,False,False,3.6573005638812477,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,surface_sentence_count,surface,24,1.0,False,False,False,10.178452093498153,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T2,surface_word_count,surface,24,1.0,False,False,False,194.2621056790346,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_Claim,count,115,0.956783194355356,False,False,False,1.7736184091723213,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_Concluding_Statement,count,115,0.8578415651058371,False,False,False,0.36029354462949287,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_Counterclaim,count,115,0.29546183450930086,False,False,False,0.6651774613093092,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_Evidence,count,115,0.9970333547145607,False,False,False,1.1727998205544365,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_Lead,count,115,0.5940506735086594,False,False,False,0.491518305756661,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_Position,count,115,0.9854073123797306,False,False,False,0.1341572236301299,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_Rebuttal,count,115,0.23348300192431046,False,False,False,0.5659915723491515,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_annotation_coverage,count,115,1.0,False,False,False,0.04697991972880157,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_total_components,count,115,1.0,False,False,False,3.1366872002059956,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_total_segments,count,115,1.0,False,False,False,4.0113013605392585,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_unannotated_gaps,count,115,0.719772289929442,False,False,False,1.8726505960590891,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,count_unannotated_proportion,count,115,0.719772289929442,False,False,False,0.12774468943565195,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_is_Claim,firstlast,115,0.0195638229634381,False,False,False,0.13849577536696808,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_is_Concluding_Statement,firstlast,115,0.8305003207184093,False,False,False,0.3751926678455323,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_is_Counterclaim,firstlast,115,0.0018441308531109686,False,False,False,0.04290372984377092,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_is_Evidence,firstlast,115,0.10511545862732521,False,False,False,0.30670213397512663,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_is_Lead,firstlast,115,0.00016035920461834508,False,False,False,0.012662286110487328,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_is_Position,firstlast,115,0.03279345734445157,False,False,False,0.1780956105574721,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_is_Rebuttal,firstlast,115,0.010022450288646569,False,False,False,0.09960924042907537,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_pos_Claim,label_position,115,0.956783194355356,False,False,False,0.24017644037813196,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_pos_Concluding_Statement,label_position,115,0.8578415651058371,False,False,False,0.32234916716170214,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_pos_Counterclaim,label_position,115,0.29546183450930086,False,False,False,0.2871853625132421,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_pos_Evidence,label_position,115,0.9970333547145607,False,False,False,0.12782356217613217,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_pos_Lead,label_position,115,0.5940506735086594,False,False,False,0.04352807501937202,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_pos_Position,label_position,115,0.9854073123797306,False,False,False,0.23012194424510335,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_final_pos_Rebuttal,label_position,115,0.23348300192431046,False,False,False,0.29168186156843784,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_is_Claim,firstlast,115,0.015955740859525336,False,False,False,0.12530425049912444,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_is_Concluding_Statement,firstlast,115,8.017960230917254e-05,False,False,False,0.00895394737200005,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_is_Counterclaim,firstlast,115,0.0012828736369467607,False,False,False,0.035794243562039876,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_is_Evidence,firstlast,115,0.01667735728030789,False,False,False,0.1280594511719342,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_is_Lead,firstlast,115,0.5938101347017318,False,False,False,0.4911208187678979,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_is_Position,firstlast,115,0.37219371391917894,False,False,False,0.48338964949427965,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_is_Rebuttal,firstlast,115,0.0,False,True,False,0.0,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_pos_Claim,label_position,115,0.956783194355356,False,False,False,0.14104679758797964,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_pos_Concluding_Statement,label_position,115,0.8578415651058371,False,False,False,0.32220354134510876,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_pos_Counterclaim,label_position,115,0.29546183450930086,False,False,False,0.26304288116141034,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_pos_Evidence,label_position,115,0.9970333547145607,False,False,False,0.13123228679851345,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_pos_Lead,label_position,115,0.5940506735086594,False,False,False,0.04205529570408525,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
T3,order_first_pos_Position,label_position,115,0.9854073123797306,False,False,False,0.22988280632975097,zero_fill,StandardScaler on numeric columns; fit on train only,True,False
